issuekey,title,description,storypoint
USERGRID-858,"Notifications POST throwing NPE","{code}curl -X POST -d '{ ""payloads"": { ""apple-dev"": ""Hello World!"" } }' 'https://api.usergrid.com/brandon.apigee/baas-integration-tests/devices/*/notifications?client_id=redacted&client_secret=redacted'{code}    throws:    {code}{    ""error"": ""runtime"",    ""timestamp"": 1436981233645,    ""duration"": 0,    ""exception"": ""java.lang.RuntimeException"",    ""error_description"": ""java.lang.NullPointerException""  }{code}    1) According to docs, it should work: http://apigee.com/docs/app-services/content/creating-and-managing-notifications    2) If it doesn't and isn't supposed to, it shouldn't throw an NPE.    Note that a notifier with a sandbox cert has been created with the name 'apple-dev'.    ---  UPDATE    It does work with {code}/devices;ql=select */notifications{code}    we should address this but also update the documentation to reflect the way in which it works.    ---  UPDATE    It also appears that although the NPE is returned via the API, a notification *is* created in /notifications. In this particular test, there were no devices in the /devices collection:    {code}{    ""uuid"": ""11c5e62a-2a84-11e5-af28-65b8f0f35f5f"",    ""type"": ""notifications"",    ""created"": 1436918242690,    ""modified"": 1436918242690,    ""payloads"": {      ""apple-dev"": ""Hello World!""    },    ""debug"": false,    ""state"": ""CREATED"",    ""metadata"": {      ""path"": ""/notifications/11c5e62a-2a84-11e5-af28-65b8f0f35f5f"",      ""collections"": {        ""receipts"": ""/notifications/11c5e62a-2a84-11e5-af28-65b8f0f35f5f/receipts""      }    }  }{code}",2
USERGRID-860,"QL for contains 'text*' does not appear to work","select * where title contains 'ta*' does not work (at all) as documented here:  http://apigee.com/docs/app-services/content/working-queries",3
USERGRID-861,"Test and Profile performance of ExportApp tool","This tool is designed to export from 1.0 with the intent of using the resulting entities and collections in 2.x and higher.  However, this data will be imported using the API so it is not import-to-2.x specific.",5
USERGRID-862,"Confirm that date fields are not created in 2.1 ",NULL,1
USERGRID-863,"Confirm that using where tokens in queries works in 2.1 ","Doesn't work in 2.0 but can't reproduce in 2.1. Try to reproduce. ",1
USERGRID-869,"Asset creation when using S3BinaryStore doesn't function","When creating an asset the following call works in 1.0 usergrid.    curl -X POST -F name='example' -F file=@example.jpg 'https://localhost:8080/temp/test?access_token=<token>'    properly uploading the asset. In 2.1 however the following gets returned.     {""error"":""uncaught"",""timestamp"":1437415007666,""duration"":0,""error_description"":""Internal Server Error"",""exception"":""org.apache.usergrid.rest.exceptions.UncaughtException"",""error_id"":""b0c5930c-2f08-11e5-818e-060beb1b9051""}%  ",5
USERGRID-872,"Fix and prune Usergrid tools in 2.1","The Usergrid tools are broken in a variety of ways in the two-dot-o and two-dot-o-dev brands. The tools do not compile. Many rely on outdated 1.0 concepts. Many are obsolete.    1. Delete any obsolete tools  2. Make all tools compile",3
USERGRID-875,"Test and Validate Multi-Region Indexing","1) Ensure that the indexes (including buckets) can get created in region n+1  2) Ensure that read/write aliases get created in region n+1  3) Ensure that queries in both regions return the same data  4) Attempt to quantify the latency of a PUT in region A making it to Region B and being indexed in region B    Coming out of this we need a guide for setting up region N+1",1
USERGRID-876,"[SPIKE] Review 'ignored tests'","Hopefully there's nothing bad in there.",3
USERGRID-877,"Start Usergrid graduation process","1. update status page to include all users  2. create DRAFT Top Level Project resolution  3. start discussion on dev list",3
USERGRID-878,"Investigate Serialization issue for Notifications",NULL,3
USERGRID-880,"Refactor Serialization in Core and move it down to corepersistence","move all serialization down to low levels",5
USERGRID-881,"Remove Fields and Map to Entity Conversions from Core","we convert from a map to entity and back 2 - 3 times for every read and write.  We should remove these type conversions",8
USERGRID-882,"Release 2.0 with Admin email fixes",NULL,3
USERGRID-889,"Convert Usergrid docs & Update for 2.0: Introduction & Getting Started",NULL,3
USERGRID-890,"Convert Usergrid docs & Update for 2.0: Data Storage, Queries and Connections",NULL,3
USERGRID-891,"Convert Usergrid docs & Update for 2.0: Push Notifications",NULL,3
USERGRID-892,"Convert Usergrid docs & Update for 2.0: Security & Auth and User Mgmt",NULL,3
USERGRID-893,"Convert Usergrid docs & Update for 2.0: Asset & File Mgmt and Geolocation",NULL,3
USERGRID-894,"Convert Usergrid docs & Update for 2.0: Counters & Events",NULL,3
USERGRID-895,"Convert Usergrid docs & Update for 2.0: Org & App Management, User Management",NULL,3
USERGRID-896,"Convert Usergrid docs & Update for 2.0: REST end-points, Models and Reference",NULL,5
USERGRID-897,"Convert Usergrid docs & Update for 2.0: Usergrid SDKs",NULL,5
USERGRID-898,"Add proper error checking to Asset Code along with error checking tests.",NULL,3
USERGRID-899,"Validate migrate_entity_data script produces consistent migrations.","Validate that https://github.com/apache/incubator-usergrid/blob/two-dot-o-dev/stack/scripts/migrate_entity_data.py produces consistent entity data migrations.     1) put data into UG build from latest in two-dot-o  2) stand up UG build from two-dot-o-dev pointing to same keyspace (different queue names) and run /system/database/setup  3) from UG running two-dot-o-dev, run migrate_entity_data.py  4) read data from UG two-dot-  4) once finished,  read entities from UG two-dot-o and UG two-dot-o-dev and ensure there is an exact match  ",1
USERGRID-900,"Re-index using AmazonAsyncEventService should support updated date","see implemented example for InMemoryAsyncEventService    org/apache/usergrid/corepersistence/asyncevents/EventBuilderImpl.java:166    This filters out based on modified/updated date for the events to be indexed.  Need to ensure AmazonAsyncEventService consumers implement something similar OR look to have the producer filter out the events and not even drop on the AWS queues.",3
USERGRID-901,"Fix CorePersistant Properties and Stack Properties to not overlap when using Aws SDK","They both use the AWS sdk but have the possibility to use different versions. This possibility should be eliminated in the future by consolidating which sdk is pulled.",2
USERGRID-902,"Unable to do case sensitive queries using '='","Lets say you have two values {""name"":""cow""} and {""name"":""Cow""}  When you do a query on name = ""cow"".    We get both ""cow"" and ""Cow"" back in the results. Equals should be a case sensitive search. ergo we should only be returning ""cow""",3
USERGRID-903,"Cannot query and return entities that end in a space.","not being able to query and return entities which end in a space ""value ""    If I submit a value with {""name"":""value ""} then do a search on name=""value"" I do not retrieve the value. This should be checked to see if we do get the value back if we query on name=""value "". If we do then we have a couple of options. We could trim the string so people cannot have values with space on the end, or could mark as a non issue since you really want a search of contains or something similar. ""="" should be saved for equalities. ",3
USERGRID-904,"Encodings in values are not being returned from query engine.","Values like  “%7BaccountId%7D�? are being put into usergrid but they can no longer be queried out.",3
USERGRID-907,"Batch interval in seconds not honored","The following property is present in the configuration of counter batch submits.  {code} usergrid.counter.batch.interval=30 {code}  This is not honored.  This needs fixed in the 2.0 and 2.1 branch.",3
USERGRID-908,"run specific migration",NULL,1
USERGRID-909,"Evaluate removing cache from edge shard management","Currently, using caches with the proposal phase for new shards has caused large numbers of tombstones.  Review the algorithm, and determine the cause of the additional shard proposals.    Usergrid currently performs 5 shard lookups on write and most miss the cache.  We'll change the following    *Shard allocation*    Shard allocation will not perform a propose + check phase. The following algorithm will occur.  This must occur at EACH_QUORUM to ensure that we have consensus across regions.      Any node will propose a new shard pivot.  This pivot will have compacted set to false, and will have a column timestamp of a new timeuuid in micros    The proposing node will then read back all compacted = false shard pivots.  The shard pivot with the minimum timestamp will be retained, all others will be deleted as proposals.  This will function similarly to distributed read locks in Cassandra.  Lowest proposed value always wins.     Allocation is complete    *Shard compaction*    After a successful proposal allocation, the allocating node will copy all edges from the previously compacted shard into the new shard.  It will continue to copy until no new edges are returned on read.    Once read has been completed, all edges that were copied can be deleted from the previous shard.      This target shard will be marked as compacted    *Consistency*    When performing consistency, we will need a higher consistency level.  To ensure that shards exist worldwide, proposal + selection should occur at EACH_QUORUM.  Standard reads can occur as LOCAL_QUORUM  ",5
USERGRID-912,"Upgrade Shiro to be current version","In order to support NIO.  Current version is ancient.  ",1
USERGRID-914,"Blog post for 10k TPS and horizontal scalability",NULL,2
USERGRID-918,"Add qparam to skip retrieving metadata and graph edges","If the qparam is not there, use current/default behavior.  If the qparam is there then skip pulling the extra data which will result in better performance.",8
USERGRID-921,"Remove duplicate add to collection on write path","Todd's spaghetti comments on write path which results in 2x writes to cassandra ops.",3
USERGRID-926,"Include distances in geoquery responses","The best place for this would be in the metadata of the results, in metadata.distance perhaps.",3
USERGRID-929,"Test the creation of entities which have an OldUUID to migrate from 1.0 to 2.1",NULL,1
USERGRID-933,"[SPIKE] Understand what remains and break up tasks for migrating properties from files on Tomcat to Org-level in the management app",NULL,3
USERGRID-936,"Unit Test for MapToEntityConverter.processListForField to test for 2d array and infinite loop","  2015-08-25 00:01:10,246 [http-bio-8080-exec-313] ERROR org.apache.usergrid.rest.exceptions.AbstractExceptionMapper- org.apache.usergrid.rest.exceptions.UncaughtException Server Error (500)  org.apache.usergrid.rest.exceptions.UncaughtException: java.lang.StackOverflowError          at org.apache.usergrid.rest.exceptions.AbstractExceptionMapper.toResponse(AbstractExceptionMapper.java:59)          at org.apache.usergrid.rest.exceptions.ThrowableMapper.toResponse(ThrowableMapper.java:37)          at com.sun.jersey.spi.container.ContainerResponse.mapException(ContainerResponse.java:480)          at com.sun.jersey.spi.container.ContainerResponse.mapMappableContainerException(ContainerResponse.java:417)          at com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1477)          at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1419)          at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1409)          at com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:409)          at com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:558)          at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:927)          at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:875)          at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:829)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.apache.shiro.web.servlet.AbstractShiroFilter.executeChain(AbstractShiroFilter.java:449)          at org.apache.shiro.web.servlet.AbstractShiroFilter$1.call(AbstractShiroFilter.java:365)          at org.apache.shiro.subject.support.SubjectCallable.doCall(SubjectCallable.java:90)          at org.apache.shiro.subject.support.SubjectCallable.call(SubjectCallable.java:83)          at org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)          at org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)          at org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)          at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:343)          at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:260)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.apache.usergrid.rest.filters.ContentTypeFilter.doFilter(ContentTypeFilter.java:92)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)          at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)          at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:504)          at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)          at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)          at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)          at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)          at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421)          at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1074)          at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)          at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314)          at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)          at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)          at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)          at java.lang.Thread.run(Thread.java:745)  Caused by: java.lang.StackOverflowError          at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)          at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)          at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)          at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)          at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)",1
